document,0,1,2,3,4,5,6,7,8,9,10
688,0.025478812,0.19240767,0.018887246,0.031400073,,0.20302692,0.018217463,0.07106704,0.064863995,0.13732895,0.2372847
689,0.08122714,0.30941275,,0.0743459,,0.03096222,0.03850241,0.31677082,0.10260719,,0.041274384
690,,0.18036911,0.050110202,0.037823413,,0.1922128,0.046550624,0.027663706,0.06860345,0.273198,0.11583163
691,0.030807162,0.16250513,0.020720989,0.050348815,,,0.019728128,0.15723556,0.041230373,0.36381233,0.14386925
692,,0.1842796,,0.07687092,,,0.04503743,0.16921538,0.051837202,0.32258043,0.13914773
693,0.016371207,0.07674754,,0.026273716,,0.07304248,0.024587909,0.113138184,0.023514925,0.56993914,0.07634611
694,,0.6203914,0.07563621,,,0.026725926,0.087527394,0.034525402,0.022851314,0.104041025,0.026632573
695,,0.28831556,,,,0.19813481,0.017539307,0.035926815,0.026773905,0.36655754,0.05433541
696,0.024947964,0.07088059,,0.026151517,,0.16832376,0.010800327,0.2040411,0.08982773,0.24068367,0.16023822
697,0.035639808,0.36120158,0.04233173,0.17788638,,0.03831758,0.05200452,0.12798287,0.10032964,,0.06420885
698,,0.10508015,0.0134003945,0.115942284,,0.062805705,0.04129299,,,0.65971047,
699,0.014729058,0.30752742,0.12475733,,,,0.0468624,0.034835413,,0.3120833,0.13461986
700,0.0116539365,0.39273638,0.034384184,0.06549795,,0.1034818,,0.052346285,0.10646938,0.17937109,0.05401973
701,0.015942302,0.044506144,,0.027515184,,0.047976404,,0.37048993,0.050604366,0.37597996,0.06155242
702,,0.07800992,,0.16806918,,0.023700533,0.02988984,0.23927474,0.053587686,0.34102035,0.06424748
703,0.04829251,0.35214502,0.011341369,0.12635346,,0.061804548,0.04335704,0.14656094,0.048057936,0.081541084,0.079102755
704,,0.26981774,,0.057405125,,0.20922828,0.13869357,,0.13022262,0.18917105,
705,0.039015375,0.28013006,,0.1013144,,0.04522071,,0.097083926,0.1905707,0.15430112,0.09227955
706,0.042262778,0.1683297,0.05366971,0.061330814,,0.14313833,0.037660476,0.060862627,0.03927176,0.2365755,0.15685852
707,,,0.031236183,0.019790454,,0.2479119,,0.016670916,,0.67620254,
708,0.014410398,0.08155486,,0.03472428,,0.19457352,0.096320875,0.04752134,0.057900842,0.4511821,0.019070858
709,0.048102956,0.123116456,,0.068797685,,0.07108054,0.012283532,0.23306943,0.08569518,0.14863431,0.1968734
710,,,,0.3229332,,0.067023136,0.15171261,0.1704358,0.019858254,0.23770612,0.02330312
711,0.03203501,0.23795432,0.010274078,0.055673372,,0.020003999,0.013742972,0.083886765,0.03200827,0.47285375,0.038497932
712,,,0.010611765,0.015287511,,0.12020107,0.0118587455,0.14835326,0.012314754,0.43465307,0.23605472
713,0.020733673,0.07776542,,0.021387843,,0.13265876,,0.053297717,0.049163993,0.61183923,0.027020972
714,0.035636615,0.5295201,0.11590118,0.07700065,,,0.19330642,0.025295869,,,
715,,0.2093891,0.028122269,,,0.06045415,0.035679735,0.18686482,0.03670232,0.36508372,0.068821974
716,0.01640135,0.07178641,,0.022642333,0.016925642,,,,,0.8670957,
717,,0.03933445,,,,0.51448727,,0.08631802,,0.3457628,
718,0.020942597,0.12752134,0.021204267,,,0.08191251,0.15688093,0.08742289,0.010740354,0.35211203,0.13791727
719,0.028552135,0.29442886,0.02448219,0.045181952,,0.064489745,0.025989447,0.18182878,0.073603846,0.18163042,0.07877972
720,,0.0106261885,,,,0.25346848,0.014146555,0.1603235,0.061225165,0.44623038,0.053883515
721,,0.07879594,,0.065962955,,0.06909689,0.027153114,,0.01015899,0.73090327,
722,,,,0.5460888,,,0.31613377,0.10079348,0.036723096,,
723,0.0381613,0.4950348,0.08097993,0.08355243,,0.025208363,,0.1162823,0.102039695,,0.05852014
