document,0,1,2,3,4,5,6,7,8,9,10
41,,,0.08137174,0.24895513,0.0132022975,0.06443597,,,0.57186127,,
42,,,0.08929101,0.107125536,,0.051457062,0.068821736,0.0891168,0.3255161,0.1132081,0.14845988
43,,,0.09025768,0.11653619,0.011191032,0.19456664,0.02148399,,0.46290514,0.093785234,
44,,,0.044679523,,,,0.049960658,0.03791679,0.15899557,0.3630599,0.3347465
45,0.33797786,,,,,,,,0.64525664,,
46,0.15627506,,,,,,0.08202878,,0.5552278,,0.18562408
47,,,0.1412994,,0.0100147985,0.20547263,0.02205802,0.031243188,0.30338725,0.23290679,0.04747063
48,,,0.15959221,0.23848918,0.011002139,,0.028832389,,0.4465784,,0.10524947
49,,,0.043754775,,,0.15724972,0.039631054,,0.1468175,0.6061032,
50,,,0.38684,,,0.10480656,0.18151143,0.05784078,0.15867768,,0.10316027
51,,,0.093321726,,0.02149829,,0.10127965,0.14726624,0.43483552,0.19025256,
52,,,,,,,0.08277829,0.22649716,0.45666808,0.21074381,
53,0.095556654,,0.18061258,0.10039873,,,0.021567835,0.11489873,0.47517204,,
54,,,0.24008062,,,,,0.10038509,0.43260673,0.20587167,
55,,,0.23991857,0.1310031,,,0.10842692,,0.41794425,0.080584094,
56,,,0.19144502,0.063260555,,0.25048965,,,0.28283012,,0.1997877
57,,,0.04059756,,,0.07001023,0.5871507,,0.17119895,0.12601185,
58,,,0.06431765,0.044142954,,0.24580884,,,0.29818356,0.3378726,
59,0.04356474,,0.119361244,0.0531407,,,0.038954973,,0.45955712,0.2698077,
60,,,0.08950885,,,0.16422258,0.031377126,0.08678185,0.4508121,0.16886584,
61,0.18487188,,0.24962138,,,0.06481453,0.1273589,,0.20504002,,0.15159726
62,,,0.10644403,0.08516886,,0.15798081,0.07691394,0.042428322,0.32325897,,0.19903468
63,,,0.13273808,0.19398247,,0.14155172,0.06710062,,0.33642715,,0.11755987
64,,,,0.016269544,,0.19872867,,,0.44789553,0.07618938,0.25259802
65,,0.13748117,0.10444418,0.18043339,,,0.06023493,,0.4442483,0.059374183,
66,,,0.11766034,,,0.16735615,,,0.2702676,0.20150752,0.21931858
67,,,0.13668504,0.092445776,,0.08385626,,,0.6550429,,
68,0.11031703,,0.031407006,0.17647572,,,,,0.46296507,0.19893391,
69,,,0.027027022,0.052787185,,0.14943406,,,0.03618898,0.7252205,
70,0.05496476,,0.25333747,0.09359326,,0.06903128,0.041412193,,0.39552203,,0.081556045
71,0.085697524,,0.12825288,0.045461163,,0.057487495,,0.03487261,0.500512,0.13807182,
72,0.13519423,0.085224584,0.14583436,0.12563248,0.01129787,0.093810655,,,0.30960882,,0.085037686
73,,,0.17609477,0.09870444,,0.18492696,,,0.258763,,0.2673304
74,0.060444776,,0.21264575,,,0.12329349,0.09135741,0.20085791,0.29797593,,
75,0.06947893,,0.08442326,,,,0.10575137,,0.44458067,,0.28044283
76,,,,,,0.2657491,,0.16910465,0.2874248,,0.2643304
77,,0.17766921,0.20713055,,,0.027755503,0.08831409,,0.3739068,,0.10603836
78,0.20504665,,0.30784762,0.08661976,,,0.09803955,,0.2838008,,
79,,,,0.07549713,,0.03576878,0.10986118,,0.6034814,0.16191171,
80,,,0.19845825,,,,0.16647005,0.16416644,0.45072135,,
81,,,0.083438866,0.051643733,,0.04972639,0.041288633,0.15130714,0.5241652,0.08970752,
82,0.039643623,,0.05916776,,0.016378703,0.081329584,0.11399699,,0.41761017,,0.2623699
83,,,0.28986782,,0.028266598,0.018471306,0.031206919,0.22463565,0.3975979,,
84,,0.07919107,0.0772855,0.17665589,,,0.11932199,,0.5313114,,
85,0.21728395,,0.24130537,,,,0.10233336,,0.20371152,0.13178557,0.088919155
86,,,0.17847542,0.07237691,,,,0.055712,0.582779,,0.09908707
87,,,0.0694976,,,,0.048133038,,0.44995436,0.41693553,
88,,,0.12761062,,,0.2976093,,,0.14160633,,0.41610947
89,0.063730314,,,,,,0.031646393,,0.5514789,0.33881503,
90,,,0.12724276,0.06023361,0.020242026,,,0.09924408,0.4091347,0.15418684,0.11878935
91,,,0.31348544,,,,0.17615154,0.19743736,0.28577363,,
92,,,,,0.050815288,,,,0.15238263,0.78871274,
93,0.07743306,,0.18771672,,,0.016982663,0.07740034,0.21221088,0.41031244,,
94,0.0976366,,0.31419715,0.17811565,0.03557648,0.078614846,,,0.28161722,,
95,,0.037553433,0.09359543,0.044733103,,0.016664552,0.033803906,0.08728374,0.5125835,,0.16350527
96,0.09014488,,0.089485854,0.0817939,,0.08713399,0.014933719,0.07418714,0.38985243,0.16634193,
97,0.09608107,,0.12808363,,,,0.018313842,0.11842033,0.53666925,0.08915782,
98,,,,,0.084902525,0.093432754,0.014549657,0.14517762,0.53965664,,0.102733634
99,0.049273334,,0.08610213,0.10736011,0.013690855,0.07056201,0.20173794,0.069209605,0.33445755,,0.06336603
100,,,0.23914894,0.09573178,,0.13470449,0.1514383,,0.18315955,,0.18764958
101,,,0.08779189,,,0.18032445,0.105574735,,0.32643303,,0.2833658
102,,,0.20928621,,,,0.032809652,0.16843663,0.21629973,0.101612195,0.25202483
103,,,,,,,0.028879976,0.03730563,0.39621514,0.35375434,0.17521228
104,0.057221692,,0.0556228,,,,0.08916089,,0.66621166,,0.10977357
105,,0.07138569,,0.109287046,,0.051305566,0.060150437,0.23933612,0.4556198,,
106,,,0.13515978,,0.034733277,0.23009762,,,0.24095333,0.3456145,
107,,,0.27253556,,,0.06769077,0.12712741,,0.43486294,,0.075821385
108,,,,0.18077573,,0.08619847,0.08720744,,0.31966415,,0.3083774
109,,,0.11389261,0.08190076,,0.07444811,0.02374087,0.033106014,0.65811086,,
110,0.1953066,,0.10933053,,,,,,0.67699695,,
111,,,0.12915517,,,,0.06721309,0.1712734,0.49705002,0.122960895,
112,,,0.1705028,,,0.07428934,0.106830314,,0.48914668,,0.14029327
113,,,0.100641064,,,,,0.21752898,0.40483844,0.25317234,
114,0.18473841,,0.09982376,,,0.06268831,0.084043965,,0.14745298,0.21809869,0.1893278
115,,,,,,0.018485231,0.1539891,0.04777412,0.66402936,,0.1015434
116,0.051916547,,0.20079245,0.20378408,,,,0.09588715,0.42827967,,
117,,0.13199966,0.2775789,,0.017790433,,0.23859797,0.092203975,0.23191158,,
118,,,,0.13009624,,,0.13706176,,0.7118982,,
119,,,0.2500476,,0.03149415,,,,0.63762605,0.059062883,
120,,,0.066438794,0.112411015,,0.12089131,0.042298947,0.06439146,0.45417055,0.13020472,
121,0.12366517,,0.08326191,,0.03514931,,,,0.51108706,0.23265132,
122,0.5065006,,,,,,,,0.47337195,0.01628233,
123,,,0.071990155,0.23017736,,,,,0.60349673,,0.07386655
124,0.07028511,,0.22594014,0.103046365,0.019214438,,0.052204266,,0.43529946,0.0839444,
125,,,0.34775573,,,0.09332413,0.26173824,,0.13262552,,0.15818053
126,,,0.06861328,,0.016882189,,0.051390443,,0.40457627,0.44688988,
127,0.10946646,,0.10185082,,,0.10418973,0.33681804,,0.31166852,0.026367255,
128,,,0.18149583,0.2118225,,,0.03057775,0.17768139,0.38162914,,
129,0.13498645,,,,0.018312518,,0.06499067,0.13646977,0.41041797,0.04845259,0.17521088
130,,,,,0.011593663,0.24050282,0.13223602,,0.41030803,0.060053155,0.13329233
131,0.4792827,,,,,,,,0.5191,,
132,0.13829938,,,,0.022092562,0.18262096,0.04496286,0.21543463,0.22336395,,0.16151753
133,0.07162169,,0.13414736,0.20099096,,0.08219953,0.09902718,0.12675856,0.14562762,,0.12883885
134,0.05264982,,0.4538018,,,0.08339976,0.13502568,,0.15747891,,0.112344295
135,0.087397,,0.051156204,,,0.1123129,0.09036375,,0.42091957,,0.22270206
136,0.06620028,,0.21660529,,,0.11680396,0.03776168,0.12662679,0.41521677,,
137,0.06255918,,0.18731424,,0.013705263,0.05472713,0.1123651,0.16544983,0.3870241,,
138,,,0.040008828,0.13936746,0.018461693,0.018054213,,0.10175521,0.6643416,,
139,,,0.11006965,0.044243183,,0.05127715,0.53171694,,0.24639112,,
140,,,0.16824926,,0.012123041,0.051937472,0.1550456,0.11360622,0.30510435,0.1193533,0.066144764
141,,0.27800807,,0.23161292,,,0.035601787,,0.42977613,,
142,,,0.057350896,0.2646446,,0.07311154,0.043788735,0.04130725,0.5012648,,
143,,,0.04193384,0.088314764,,,0.47820958,0.074664526,0.21175584,,0.08954452
144,,,0.15034448,0.14125131,,,0.33666208,0.07394668,0.27715427,,
145,0.039770328,,,0.37925404,,,0.16233964,,0.39188632,,
146,0.14776526,,0.46576256,,,,0.17847595,0.08845708,0.09871362,,
147,,,0.14808768,,,0.024279837,0.38410512,0.075649805,0.34955058,,
148,,0.08842791,0.0970784,,0.012010858,,0.49459338,0.04436388,0.25141016,,
149,,,,,,,0.7397885,,0.20890428,0.037622664,
150,,0.07829278,0.40478405,,,,0.29246795,,0.20128724,,
151,,,,0.09606893,,,0.6821411,,0.16607174,0.03822888,
152,,,0.11112928,0.19218136,,,0.5560198,,0.12609334,,
153,,,0.14249252,,,,0.37046355,0.17652194,0.2925534,,
154,0.08908963,,,0.19668214,,,0.23521082,,0.45763078,,
155,,,0.315388,0.25592184,0.028750364,,0.16088173,,0.2208029,,
156,0.06080383,,0.20959708,0.12260633,,0.04052351,0.22445026,0.05562561,0.27305284,,
157,,0.089447014,0.16778764,0.30650127,,,0.11612378,,0.2972853,,
158,,,0.08325345,0.08070592,,,0.6024659,,0.20825903,,
159,,,0.12884872,0.047999498,,,0.5430214,0.08146486,0.18333156,,
160,,,,,,,0.64583194,,0.32434863,,
161,,,0.21291554,,,0.018113194,0.27908456,,0.30721208,,0.16038695
162,0.06794374,,0.17977303,,,0.016666308,0.6478844,,,,0.06707099
163,,,0.1483909,,,,0.7602201,,0.0681357,,
164,,,0.12959647,0.17623083,,,0.43044463,,0.23892756,,
165,0.15793833,,0.13832213,,0.035168104,,0.19008762,0.18533285,0.27921134,,
166,0.0743712,,0.21999222,,,,0.08413352,0.17945617,0.42583954,,
167,,,0.07599616,,,,0.83014286,,0.07692337,,
168,0.25818133,,0.12136077,,,,0.2359595,0.07958641,0.2786013,,
169,,,,,0.017964892,,0.5648837,,0.36013353,0.031751208,
170,,,0.42438284,,,,0.23502193,,0.18775974,,0.12520498
171,,0.19195569,0.4197558,0.055716455,,,0.088756815,,0.23106405,,
172,,,0.23840575,0.2872961,,,0.019295985,0.24588743,0.13673529,,0.05319309
173,,,,,,,0.7539014,,0.22338143,,
174,,,0.20252632,0.113096446,,,,0.4689252,0.19094555,,
175,,,,,,0.028285807,0.78092724,,0.15905082,,
176,,,,0.17220184,,,0.58938193,,0.2247761,,
177,,0.13912465,0.26363966,,0.025251882,,0.25831655,,0.22959726,,0.063793264
178,,,0.3715481,,0.013421128,0.0168896,0.22993928,0.10269676,0.24960709,,
179,0.24591489,,0.10953006,,,,0.5078288,,0.113166735,,
180,,,0.11405216,,,0.049840193,0.43857798,,0.37348664,,
181,0.12468389,,0.29145238,0.07983247,,,0.19724663,0.18073216,0.106903456,,
182,,,0.1328751,,,,0.72635233,0.071593545,0.04351711,,
183,0.11106001,,0.11814037,0.19917421,,,0.36083654,,0.1908703,,
184,,,0.3188585,0.064420104,0.027077533,,0.22373968,,0.28232628,,0.06874817
185,,,,,,,0.9423882,,0.019660534,0.01390614,
186,,,0.06953096,0.077787004,,,0.43344465,0.053848203,0.34562433,,
187,,0.06616065,0.32071206,0.13926983,,,0.15419471,,0.2990723,,
188,,,0.16891375,,,,0.8072495,,,,
189,0.19130145,,0.06321464,,,,0.65835595,,,,0.06420041
190,,,0.046284623,,,,0.5898578,,0.33358434,,
191,,,,,,,0.7545512,,0.23019859,,
192,,,0.1310961,0.13915703,,,0.5366644,,0.13071713,,0.041817587
193,,,,,,,0.7887064,0.04835894,0.1385845,,
194,,,0.17552711,,0.010616973,,0.4373107,0.17808071,0.1815147,,
195,,,,,,,0.49730346,0.16610283,0.30990097,,
196,0.16870655,0.19117391,0.40808782,,0.016681328,,0.066890776,,0.12821709,,
197,,,0.075361595,,,,0.2029283,0.28899112,0.41371775,,
198,,,0.33764508,0.2671797,,,0.17041403,,0.20158066,,
199,,,0.39199093,,,0.055719644,0.14126672,,0.37861544,,
200,,0.0833195,0.4746926,,0.025590915,,0.029060917,,0.35034513,0.0263524,
201,,,,,,,0.26342207,0.37807328,0.33827654,,
202,,,,0.20746101,,,0.4052344,0.07190266,0.29119122,,
203,0.037991364,,0.039713163,,,,0.79161936,,0.1166691,,
204,,,0.12354917,,,,0.44815278,,0.39557365,,
205,0.050447244,,0.061582167,,,,0.5110599,,0.31437728,,0.037473917
206,0.3039685,,0.40104073,,,,0.23118931,0.036648005,,,
207,,,0.28498843,,,,0.35611132,0.17332542,0.16328138,,
208,,,,0.08726288,,,0.3295364,,0.5583763,,
209,,,0.35946703,0.36120394,,0.024797373,0.054939836,0.13135247,0.0490987,,
210,0.118625134,,0.2725997,,0.012666956,,0.16353834,0.22505721,0.16205598,0.0291799,
211,,,0.23878406,,,,,0.105756745,0.62504494,,
212,,,0.047472004,,,,0.86334646,,0.07422801,,
213,,,0.16603109,0.28782642,,,0.18133081,0.10618101,0.23821113,,
214,0.038154628,,0.11114137,,0.0143137695,,0.63161534,,0.141876,,0.05345198
215,0.22291093,,0.25348917,,,0.023688009,0.24980527,0.071826324,0.06814926,,0.092865594
216,,,0.18860239,0.06441061,,,0.6243138,,0.09790851,,
217,,,0.12367634,,,,0.38026094,0.04132681,0.33981496,,0.09159166
218,,,0.41561943,,0.021094985,,0.24582855,,0.2981739,,
219,,0.3282054,0.51401687,,,,0.045155317,,0.08894561,,
220,,,0.110066146,,,,0.6912295,0.04312971,0.13915005,,
221,0.03849189,,0.2549373,0.1950218,0.021680342,,0.2778274,0.07469452,0.12424994,,
222,,,0.22086151,0.16292037,,,0.27179542,0.040443595,0.2835035,,
223,,,0.44547686,,,,0.1389532,,0.38998082,,
224,0.12394012,0.117577076,0.35745767,,,,0.0771326,0.082455106,0.22042835,,
225,,,0.029629182,,,,0.09159406,0.27502945,0.57890666,,
226,,,0.17751406,,,,0.5307836,,0.11919102,,0.1477064
227,,,0.17732523,0.15955614,0.015713798,,0.21471871,0.08247375,0.33748245,,
228,,,0.42285943,0.14284626,0.012130676,,,0.13477238,0.2689432,,
229,,,0.1103576,,,,0.44017303,0.1368708,0.28614116,,
230,0.052279007,,0.27950856,0.10750627,0.012925387,0.02626084,0.2431124,,0.2667503,,
231,,,0.024299975,0.064778216,,,0.45451477,0.11887278,0.2785192,,0.05047029
232,,,,,0.010181956,,0.77653277,,0.19367722,,
233,,,0.33284834,0.28328335,0.019069439,,0.18306632,,0.15950622,,
234,,,,,,,0.5539854,,0.42042407,,
235,,,0.2381416,0.085352406,,,0.31342098,,0.33505887,,
236,,,0.24381381,0.31038034,0.020162106,,0.017161237,0.03917087,0.35411772,,
237,,,0.04537289,,,,0.7469484,,0.19477634,,
238,,0.39691958,0.4489754,,,,0.0363382,,0.10301995,,
239,,,0.05591695,0.09643518,0.030049426,,0.4790629,,0.31924528,,
240,,0.21927196,,,,,0.09036135,0.09264246,0.5706764,,
241,0.09617644,,0.15280855,0.08064739,,,0.105673276,0.07159197,0.47707438,,
242,0.11531447,,,,,0.037109468,0.24597202,0.130296,0.44267023,,
243,,,,,,,0.2596073,0.1139977,0.5019438,,0.09425025
244,,0.18774338,,,0.010070687,,0.5301029,0.03690285,0.21627027,,
245,0.048891142,0.17332807,0.4641847,,0.027621267,,0.114922985,,0.158728,,
246,,,0.16966042,,,0.053143676,0.5912525,,0.13713919,0.02680693,
247,,,0.43559816,,,,0.066318974,0.1677014,0.30788788,,
248,,,0.28813815,0.13269037,,,0.42653754,,0.111952886,0.023818554,
249,,,0.44795355,,,,0.123921216,0.20583525,0.14028989,,0.06215526
250,0.16948451,,0.06564141,,,,0.37969026,0.050063163,0.31686532,,
251,0.21843356,,0.039443094,,,,0.3994463,,0.27405706,0.04990971,
252,,,0.06265561,,,,0.80211323,,0.12509534,,
253,,0.06723991,0.63841766,,0.015701335,,,,0.22888316,0.045263447,
254,,,0.5040336,,,0.047025323,0.018878797,0.04322301,0.36944202,,
255,,0.14832143,,0.08626124,,,0.13295622,0.12916365,0.48078823,,
256,0.07853072,,0.3446734,,,,0.07907327,,0.21959278,,0.26052517
257,0.034571674,,0.16434513,,,,0.39144546,0.116993055,0.28098845,,
258,,,0.5432392,,0.044697396,,0.11568245,0.12749797,0.0996202,0.05547563,
259,,,0.1915032,,0.03892157,,0.5328091,0.035640914,0.18417513,,
260,,0.23488228,0.2526809,,,,0.15644795,,0.33244574,,
261,,0.059458595,0.1666005,0.08149453,,0.019623082,0.052738793,,0.59656507,,
262,,,0.36362895,,,,0.2066517,0.097373076,0.23879074,,0.07284158
263,0.054633215,0.09671106,0.42213726,,0.01072812,,0.058394555,0.10426827,0.24146242,,
264,,,0.66372865,,0.036502253,,0.050519183,0.20268148,0.03605483,,
265,,,,0.10242333,,,0.7729903,,0.1084885,,
266,0.066322856,,0.35719472,0.061530784,0.034924824,,0.042464484,,0.4204875,,
267,,,0.36601633,,0.055113316,,0.36902773,,0.14795409,,0.04521209
268,,,0.4094129,,0.02160752,,0.2667787,,0.16289228,,0.12699938
269,0.056305595,,0.18006982,,,,0.5933037,,0.1536313,,
270,,,0.18720292,0.11642614,,,0.09153365,0.073737316,0.51073146,,
271,0.09956677,,0.4656989,0.120618306,0.028399957,,,,0.06354288,,0.20637116
272,,,0.1197118,0.2382664,,,0.29114267,,0.3293302,,
273,,0.1685547,0.4000446,,,,0.11998027,,0.28642094,,
274,0.070163906,,0.09362265,0.08375717,0.017360978,,0.41100362,,0.31428608,,
275,0.6258084,,0.09539766,,0.013788222,,,,0.21421479,0.04579937,
276,,,0.34470034,0.1818673,,,,0.25306112,0.19824761,,
277,,0.2601556,0.342153,,,,0.07278983,0.079933435,0.22707355,,
278,,,0.4622677,0.19856624,0.012311907,,0.12674263,,0.17776869,,
279,,,0.16042817,,,,0.12383371,0.116903536,0.17751443,,0.3992767
280,0.062599204,,0.43873543,,0.07576573,,0.03337659,,0.12236534,,0.2555096
281,,,0.25922683,,0.017502695,,0.23001067,,0.32856166,,0.15138659
282,,0.1526599,0.26941758,,0.034611978,,0.4127144,,0.118401095,,
283,,,0.24618255,0.20616554,,,0.030879907,,0.4899641,,
284,0.06351324,,0.20491143,,,,0.36347938,,0.35266694,,
285,,,0.07396957,,,0.019517474,0.831694,,0.0658509,,
286,,,0.05810141,,,,0.65216655,,0.27640337,,
287,0.04562245,,0.2575602,,,,0.2608034,0.107249,0.3148469,,
288,,,0.087437525,,,,0.67449075,0.062219698,0.15938213,,
289,0.08433516,,0.08483148,,,0.033912107,0.57556736,,0.20941919,,
290,0.059371296,,0.15199012,,0.012741112,,0.5829003,,0.17951272,,
291,,,0.3217252,,,,0.08264505,0.21793695,0.25956756,,0.09122363
292,,,0.1841018,0.13073306,,,0.45111564,0.06392042,0.1604026,,
293,,0.15716138,0.30510172,0.06330846,,,0.07038263,,0.38329226,,
294,,,0.35703284,,0.043350227,,0.2623111,,0.26253775,0.05594331,
295,,,,,0.010364272,,0.5272743,,0.44026372,,
296,,,0.4258089,,0.037203733,,0.090009324,,0.35426852,,0.07015188
297,0.04444886,,,,,,0.8718486,0.07615328,,,
298,,0.06975885,0.38514024,,,0.01140097,0.29108983,,0.22247139,,
299,,0.24116795,0.30902746,0.17103043,0.010625465,,0.08668896,,0.095972106,,0.07034249
300,,0.19395679,0.2549275,,0.022856684,,0.10290185,,0.40325636,,
301,0.027762676,,0.10163231,,,,0.7772528,,0.083826676,,
302,,,0.4427784,0.3373194,,,0.052770466,,0.14056233,,
303,0.03567544,,0.21849428,0.19242376,,0.020388322,0.4024388,,0.11594045,,
304,,0.053832434,0.435759,,0.026352441,,0.23449667,,0.16075192,,0.07352794
305,,,0.14224221,,,0.0102525335,0.7296116,,0.10394857,,
306,,,,0.12459007,,,0.58427644,,0.27542102,,
307,,,0.5079247,0.3242962,,,0.02093929,,0.12535231,,
308,,0.13746396,0.55630445,0.201868,,,,0.08132729,,,
309,,,0.17788053,,,,0.47472858,,0.32775986,,
310,0.24616104,,0.23598732,,,,0.050046716,,0.31825393,,0.12820192
311,0.06748931,,0.42150223,0.27485523,,,,,0.21307103,,
312,,0.036314737,0.40843734,,,,0.24458937,,0.1416846,,0.15260334
313,,,,,0.016961265,,0.7444174,,0.22769034,,
314,,0.12955716,0.5867838,,,0.014692013,0.1145276,,0.13784729,,
315,,0.06900996,0.19669221,0.15086272,0.018277103,,0.28379154,,0.15880908,,0.10631455
316,,0.03434433,0.49192405,,0.012165215,,0.23665111,,0.17601113,0.03870768,
317,,,0.34098905,,0.033701442,0.015036888,0.3774789,,0.18637085,,0.034787487
318,,0.21250595,0.54377675,,0.031438768,,0.08307982,0.04731417,0.06936737,,
319,,,0.5447929,,0.012647711,,0.09829012,0.069446824,0.25572214,,
320,,,0.4068575,0.08966955,,,0.092451185,,0.2408102,,0.15883105
321,,,0.48595205,,0.034097854,,0.03753407,,0.40625325,0.014592712,
322,,,0.33558068,0.18397641,0.02458331,,0.09169401,,0.34797475,,
323,0.16353455,,0.36993042,0.07456712,0.027057203,0.0113850245,0.08681177,,0.2536858,,
324,,0.100479886,0.308061,,,,0.28556377,0.07915907,0.12847644,,0.087738626
325,,,0.118145116,,0.013954915,,0.7815816,,0.0798937,,
326,0.05292625,0.047742005,0.30504885,,,,0.40048409,,0.12864536,,0.054641157
327,,,0.5149266,0.090310834,0.034567364,,0.088058904,,0.25510526,,
328,,0.20322397,0.5009814,,0.011088504,,0.08875672,,0.17628418,,
329,,,0.73218536,0.0987357,,,,,0.081808165,0.062861644,
330,,,0.1726782,,,,0.62053454,,0.09331658,,0.100966744
331,,,0.551713,,0.011618729,,,0.14623001,0.26411498,,
332,,,0.38925415,,,,0.09681049,,0.16787232,,0.32097375
333,,,0.06469577,,,,0.7242649,,0.17887355,0.022130284,
334,,,0.45929787,,0.0150029,,0.08409253,0.0640874,0.22386567,,0.14036725
335,,,0.2524751,,0.024885677,0.018510556,0.27905548,0.2706358,0.14178896,,
336,,,0.28403598,,0.02363274,,0.18137737,0.027234484,0.4693725,,
337,,,0.396681,,,,0.24992774,0.049325194,0.18469223,,0.096782304
338,,,0.37018988,0.103274025,0.017443303,,0.26591432,0.09900975,0.13588446,,
339,,0.11654005,0.113675214,,,0.029709658,0.11783467,0.24766721,0.35392147,,
340,,0.073464155,0.21029831,,,,0.16598886,,0.5284899,,
341,0.08908108,0.15014009,0.38793772,0.14531857,0.047685087,,,,0.16304862,,
342,,,0.40067238,,0.02198554,,0.08712108,,0.2641533,,0.20518605
343,,0.08443781,0.36541364,,,,0.15928684,,0.36364263,,
344,,,0.19241798,,0.01863058,,0.425984,,0.27982137,,0.06966429
345,,,0.28551683,,0.01658085,,0.32498428,,0.18593997,,0.16410287
346,0.06100283,,0.25168493,,0.21687572,,0.19517538,,0.16858064,,0.08626595
347,,0.14613314,0.40971497,,0.04465905,,0.19266582,,0.1841627,,
348,,,0.6117998,,0.065274775,,,0.1540429,0.14570276,,
349,0.09500901,,0.14290819,0.14549194,0.01629026,,0.27287742,,0.31554034,,
350,,,0.052635428,0.2374191,,,0.09472515,0.11651552,0.48233208,,
351,,,0.38526982,,,0.011257179,0.04393843,0.13040295,0.40870452,,
352,,,0.41264158,0.3227395,0.023586893,,,,0.21601737,,
353,0.26448098,,0.42147022,,0.096119314,,0.05253806,0.05271313,0.10140611,,
354,,,,,0.013576757,,0.5172074,0.10659425,0.34601974,,
355,,,,0.21057472,,,0.38054186,,0.381714,,
356,,,0.12199676,,,,0.38387614,0.14141375,0.33265394,,
357,,,0.30376047,,0.010806422,,0.21901861,0.09109402,0.3351627,0.029230546,
358,,,0.26586822,,,,0.3793258,,0.30080524,,0.04112393
359,,,0.09131245,,,,0.45316663,,0.42664003,0.015908247,
360,,,,,,,0.8038518,,0.18011135,,
361,0.05233352,,0.11267626,,,,0.3649907,0.08790992,0.28505883,,0.085210316
362,0.08585005,,0.27372295,0.12727481,,,0.13043958,0.058532633,0.3031903,,
363,0.13500567,,0.20063233,,,,0.14114217,0.11735097,0.39087832,,
364,,,0.20854795,0.07773359,0.013124477,,0.030033106,0.049637362,0.60917825,,
365,,,,0.11448932,,,0.1143719,,0.7514405,,
366,,,0.03912008,,,,0.7199378,0.028311616,0.19798799,,
367,,,0.05803051,,,,0.47762203,0.14801897,0.29881367,,
